Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDJ52,2577.0,OUT046
DRG01,1349.0,OUT017
FDP52,3743.0,OUT013
FDU58,3115.0,OUT017
FDL02,1657.0,OUT045
FDG28,3947.0,OUT013
FDA19,2211.0,OUT035
FDW46,2581.0,OUT027
NCD43,1748.0,OUT049
DRG39,889.0,OUT013
NCF55,698.0,OUT049
FDJ07,1912.0,OUT046
FDE08,2388.0,OUT046
FDP56,-1065.0,OUT019
FDT45,825.0,OUT045
FDF17,2813.0,OUT018
FDX44,1424.0,OUT046
FDM28,4305.0,OUT027
FDI36,3288.0,OUT049
FDS07,1787.0,OUT045
FDD36,1827.0,OUT045
FDW11,1000.0,OUT046
FDN40,2574.0,OUT049
NCQ18,1635.0,OUT049
NCQ54,2737.0,OUT017
NCS42,1377.0,OUT045
DRH39,-683.0,OUT010
FDC09,3173.0,OUT027
FDT08,491.0,OUT010
FDC08,3739.0,OUT035
FDT20,741.0,OUT017
FDS35,1187.0,OUT035
FDX58,2616.0,OUT018
FDW58,1723.0,OUT046
DRD27,1598.0,OUT046
FDH32,-337.0,OUT019
FDS26,4277.0,OUT035
FDQ31,1453.0,OUT046
FDP11,3186.0,OUT018
FDD58,1699.0,OUT017
FDM33,3385.0,OUT045
FDZ16,3224.0,OUT049
NCS29,2215.0,OUT010
NCM18,-953.0,OUT019
FDP11,3568.0,OUT049
NCC42,2329.0,OUT017
DRM23,2716.0,OUT046
NCN55,5211.0,OUT027
FDK46,4115.0,OUT013
FDR01,3191.0,OUT046
NCA05,2309.0,OUT045
NCP43,2903.0,OUT017
FDR12,835.0,OUT010
FDQ01,4103.0,OUT013
FDM13,2098.0,OUT046
FDQ19,3995.0,OUT017
FDK56,1055.0,OUT019
NCX06,963.0,OUT010
FDO56,3401.0,OUT027
FDU45,1781.0,OUT045
FDI16,-973.0,OUT019
FDL32,1844.0,OUT046
FDA07,2022.0,OUT046
FDA14,2281.0,OUT045
FDV46,3705.0,OUT027
NCO07,3491.0,OUT035
NCP41,1680.0,OUT046
FDY60,2053.0,OUT018
FDN38,4091.0,OUT017
FDO15,1270.0,OUT046
FDT60,1983.0,OUT013
FDA55,3729.0,OUT035
FDE02,-407.0,OUT010
DRJ39,3586.0,OUT049
FDV34,1411.0,OUT035
FDS20,4385.0,OUT027
FDF02,3101.0,OUT027
FDW40,2419.0,OUT017
NCB43,2934.0,OUT046
FDR58,1583.0,OUT017
DRJ59,819.0,OUT035
NCD30,1683.0,OUT017
FDE14,1733.0,OUT017
FDC28,1476.0,OUT018
FDU16,1146.0,OUT018
NCD19,1083.0,OUT035
FDU21,647.0,OUT046
FDV59,4901.0,OUT027
FDU03,2861.0,OUT045
FDC33,1235.0,OUT010
NCR42,717.0,OUT035
DRH59,1359.0,OUT035
NCM31,2385.0,OUT035
FDS50,3661.0,OUT035
FDP39,865.0,OUT046
FDQ55,1967.0,OUT013
FDV36,115.0,OUT019
FDI05,2729.0,OUT027
FDS45,3221.0,OUT027
FDA39,617.0,OUT045
FDC37,-173.0,OUT010
FDJ60,4137.0,OUT027
DRQ35,1951.0,OUT046
NCJ06,1895.0,OUT046
NCY42,2008.0,OUT018
DRM37,3192.0,OUT049
FDR14,761.0,OUT045
FDE51,873.0,OUT049
FDT33,2813.0,OUT017
FDR08,1855.0,OUT013
FDE36,727.0,OUT010
FDL22,-429.0,OUT019
FDR44,2183.0,OUT013
FDI56,-469.0,OUT019
FDE47,115.0,OUT010
FDV27,-431.0,OUT010
FDV10,858.0,OUT049
FDC40,1253.0,OUT045
NCX41,3359.0,OUT013
NCQ38,3123.0,OUT027
FDV12,3117.0,OUT027
FDE52,1593.0,OUT017
FDG20,4285.0,OUT027
FDV16,2085.0,OUT027
FDI32,1919.0,OUT017
FDJ32,1127.0,OUT049
FDN39,2491.0,OUT018
FDY34,2811.0,OUT017
FDC14,887.0,OUT035
FDA55,3695.0,OUT017
FDZ50,1007.0,OUT010
DRG13,2717.0,OUT049
FDP01,2515.0,OUT013
NCG54,2815.0,OUT017
FDM13,2041.0,OUT045
NCO18,4265.0,OUT027
NCW41,2515.0,OUT013
FDM52,3829.0,OUT027
NCF55,727.0,OUT035
FDT09,2156.0,OUT046
NCM19,1909.0,OUT035
FDW12,2115.0,OUT018
FDP15,2167.0,OUT019
FDK36,759.0,OUT045
FDZ25,2933.0,OUT035
NCW06,3150.0,OUT049
FDW60,2890.0,OUT046
DRC49,2329.0,OUT013
NCT17,3127.0,OUT035
NCN06,2296.0,OUT018
FDC45,2735.0,OUT013
DRJ47,805.0,OUT019
NCF06,3989.0,OUT045
FDE21,-21.0,OUT010
DRG27,701.0,OUT013
FDW40,2396.0,OUT049
NCO53,2894.0,OUT046
FDE23,916.0,OUT049
FDQ16,1751.0,OUT046
FDS26,4021.0,OUT045
FDZ13,-1095.0,OUT010
FDS14,2602.0,OUT049
FDC10,1873.0,OUT045
FDY16,3080.0,OUT049
FDJ20,2181.0,OUT035
FDV43,855.0,OUT035
FDZ32,3213.0,OUT027
FDR23,2775.0,OUT046
FDN24,1005.0,OUT035
FDE34,4353.0,OUT027
FDU31,3531.0,OUT013
FDW33,1437.0,OUT018
FDU26,1924.0,OUT046
FDE20,4209.0,OUT027
NCW05,1795.0,OUT035
FDB22,2132.0,OUT018
FDO56,1904.0,OUT046
FDA19,3537.0,OUT027
DRI39,831.0,OUT045
FDH52,759.0,OUT018
FDZ50,3081.0,OUT035
NCN42,2481.0,OUT035
FDB53,2391.0,OUT013
DRG11,1839.0,OUT017
DRK11,3827.0,OUT027
FDQ60,2087.0,OUT017
FDT36,691.0,OUT017
DRG25,2658.0,OUT018
DRJ23,3015.0,OUT046
FDG05,2711.0,OUT035
NCK06,1644.0,OUT018
FDU52,2567.0,OUT017
FDW07,1167.0,OUT018
NCM17,651.0,OUT045
FDA22,2613.0,OUT045
NCA41,2781.0,OUT018
FDF38,899.0,OUT035
FDH52,1070.0,OUT046
FDY58,1683.0,OUT019
FDZ16,3049.0,OUT045
NCM18,1077.0,OUT017
FDA22,2373.0,OUT018
NCJ43,2927.0,OUT035
FDI34,5133.0,OUT027
FDG56,1044.0,OUT046
FDS34,1898.0,OUT046
DRC01,1013.0,OUT035
FDQ04,805.0,OUT035
FDK04,1109.0,OUT035
FDT51,1920.0,OUT049
FDV26,3257.0,OUT017
FDS04,2386.0,OUT049
FDW43,3376.0,OUT018
FDQ28,581.0,OUT010
NCK06,2025.0,OUT017
FDS23,1780.0,OUT018
FDZ36,1123.0,OUT019
FDE56,761.0,OUT018
FDW10,4237.0,OUT027
NCN14,2839.0,OUT045
NCQ18,1469.0,OUT045
FDW08,1801.0,OUT017
FDU43,3927.0,OUT035
FDR33,-171.0,OUT010
FDM24,531.0,OUT010
NCZ05,1628.0,OUT046
NCV41,1923.0,OUT035
FDV11,2527.0,OUT018
NCY05,743.0,OUT035
FDV44,2762.0,OUT018
FDW32,1501.0,OUT049
NCU18,3703.0,OUT027
NCC43,4079.0,OUT035
FDW19,1859.0,OUT013
FDN31,3177.0,OUT035
FDI48,823.0,OUT045
FDS24,1595.0,OUT017
FDF46,1949.0,OUT049
DRG23,2505.0,OUT017
FDG14,2173.0,OUT018
NCY30,2928.0,OUT049
FDO28,1679.0,OUT018
DRD24,2399.0,OUT035
FDI33,1571.0,OUT049
FDN32,2963.0,OUT046
FDR16,3339.0,OUT045
FDF26,2490.0,OUT046
NCN29,542.0,OUT018
FDE20,2669.0,OUT045
FDA46,3037.0,OUT046
FDU28,2949.0,OUT045
FDQ48,1597.0,OUT045
FDV36,2095.0,OUT013
FDR14,565.0,OUT018
FDP23,3535.0,OUT017
FDP56,887.0,OUT013
FDK48,-635.0,OUT010
FDR48,2422.0,OUT046
NCY29,1013.0,OUT049
FDM22,653.0,OUT018
DRJ01,2589.0,OUT013
FDZ43,3835.0,OUT045
FDV03,2601.0,OUT035
FDX11,4373.0,OUT027
NCA41,4509.0,OUT027
FDE38,2759.0,OUT017
FDI27,535.0,OUT018
FDN32,2959.0,OUT013
NCN43,2029.0,OUT017
FDB47,4733.0,OUT027
FDV03,2575.0,OUT017
NCN30,1495.0,OUT045
NCV54,-1.0,OUT010
FDV07,1839.0,OUT013
FDP07,3251.0,OUT049
FDK48,942.0,OUT018
FDM15,567.0,OUT019
FDY19,3345.0,OUT027
FDK46,4106.0,OUT046
FDY11,1069.0,OUT045
FDH09,875.0,OUT046
FDO08,4133.0,OUT027
FDU14,4003.0,OUT013
FDD22,3261.0,OUT027
FDM27,2629.0,OUT017
FDL02,3193.0,OUT027
NCA17,2473.0,OUT035
FDE38,731.0,OUT019
NCG07,3066.0,OUT049
DRC27,3913.0,OUT013
FDA27,4225.0,OUT035
FDW40,2231.0,OUT045
DRI11,1869.0,OUT013
FDN50,1586.0,OUT046
FDR12,2763.0,OUT046
FDT34,3113.0,OUT027
FDW11,1155.0,OUT035
NCO30,4351.0,OUT027
FDZ34,3191.0,OUT017
FDU45,1955.0,OUT017
NCD42,765.0,OUT035
FDX25,2833.0,OUT045
NCR29,905.0,OUT046
FDX43,731.0,OUT019
FDB04,-479.0,OUT010
FDR49,2221.0,OUT027
FDS39,1989.0,OUT018
FDW58,1653.0,OUT045
FDG22,-1205.0,OUT019
FDG31,1139.0,OUT017
NCV53,5235.0,OUT027
DRJ37,2523.0,OUT035
FDV07,1949.0,OUT035
FDW52,2412.0,OUT018
FDT15,2901.0,OUT045
FDD02,1646.0,OUT018
FDM16,1397.0,OUT035
NCE55,2762.0,OUT046
FDB57,3281.0,OUT018
FDQ04,755.0,OUT013
FDQ47,-1321.0,OUT019
FDY14,2251.0,OUT019
DRK37,3103.0,OUT017
FDO25,3405.0,OUT017
FDL57,4140.0,OUT046
NCK29,1680.0,OUT018
FDK46,5573.0,OUT027
NCB43,999.0,OUT010
DRE01,5223.0,OUT027
FDC46,2643.0,OUT018
FDQ23,1617.0,OUT045
FDX38,978.0,OUT049
FDG60,3451.0,OUT018
FDW55,4075.0,OUT017
FDP39,863.0,OUT013
FDB20,999.0,OUT018
FDV21,2089.0,OUT017
FDZ02,1643.0,OUT013
FDP19,3509.0,OUT027
FDA38,3971.0,OUT035
FDH22,1945.0,OUT045
DRM11,4041.0,OUT045
FDO12,4553.0,OUT027
FDT14,2049.0,OUT049
FDW34,1939.0,OUT010
FDG04,4453.0,OUT027
FDW59,1115.0,OUT018
FDR33,1477.0,OUT018
FDP32,2095.0,OUT013
FDL13,5169.0,OUT027
FDD22,1847.0,OUT013
FDV40,2645.0,OUT027
NCD55,682.0,OUT046
FDQ20,-1201.0,OUT010
FDD28,909.0,OUT045
FDC39,3245.0,OUT045
NCR17,1970.0,OUT049
DRO35,1575.0,OUT018
FDF40,4091.0,OUT049
FDR31,2065.0,OUT018
NCQ41,3185.0,OUT017
FDP38,835.0,OUT046
NCU54,4731.0,OUT027
FDG22,365.0,OUT018
DRK59,3733.0,OUT013
FDC37,1712.0,OUT046
NCO42,2339.0,OUT013
NCT42,2475.0,OUT017
FDX27,1693.0,OUT035
FDV40,961.0,OUT018
FDT45,2369.0,OUT027
FDS47,-489.0,OUT019
FDR45,3919.0,OUT035
FDB03,3725.0,OUT045
FDO49,1067.0,OUT035
FDU60,4161.0,OUT027
FDB26,638.0,OUT018
FDB46,3519.0,OUT017
FDQ37,1179.0,OUT019
FDN03,4091.0,OUT017
NCX30,3843.0,OUT045
FDK32,607.0,OUT019
DRM47,3065.0,OUT013
NCO02,1078.0,OUT046
FDP04,1099.0,OUT013
NCO43,1712.0,OUT049
FDD59,1411.0,OUT013
FDQ10,2833.0,OUT017
FDW45,2507.0,OUT035
NCK30,4106.0,OUT049
FDU31,3169.0,OUT018
NCQ17,515.0,OUT019
FDN01,2895.0,OUT017
FDZ19,2872.0,OUT049
DRG37,2573.0,OUT017
FDE32,583.0,OUT045
FDO34,2777.0,OUT049
FDM04,-1049.0,OUT019
FDZ25,2880.0,OUT049
FDU08,1715.0,OUT049
NCW30,3999.0,OUT045
NCM18,999.0,OUT013
FDS22,909.0,OUT035
NCH18,3941.0,OUT017
FDC23,2883.0,OUT013
FDY46,2999.0,OUT013
NCU06,3596.0,OUT046
FDX57,1569.0,OUT045
FDX36,5025.0,OUT027
FDL16,681.0,OUT045
FDT16,2257.0,OUT010
FDN16,1411.0,OUT018
FDC03,3146.0,OUT046
DRF60,3805.0,OUT013
FDS27,4601.0,OUT027
FDP33,2099.0,OUT010
FDJ36,1367.0,OUT018
NCR42,563.0,OUT013
FDV14,1501.0,OUT017
NCP42,3217.0,OUT035
FDB50,2713.0,OUT027
NCC30,4243.0,OUT027
FDA23,1355.0,OUT018
FDW16,1615.0,OUT017
FDQ52,1971.0,OUT010
FDB58,2440.0,OUT049
NCP29,1128.0,OUT049
NCM05,4061.0,OUT045
FDO25,3355.0,OUT013
NCM54,2025.0,OUT046
NCL54,2726.0,OUT046
FDL39,991.0,OUT010
FDF53,2621.0,OUT018
NCQ42,2165.0,OUT035
FDF58,1083.0,OUT013
FDZ04,1193.0,OUT035
FDE26,363.0,OUT019
FDS60,2955.0,OUT017
FDV58,3223.0,OUT017
FDM04,845.0,OUT045
FDE08,2475.0,OUT035
NCB43,3036.0,OUT049
FDU11,-3.0,OUT010
FDF22,1459.0,OUT019
FDE24,2275.0,OUT013
DRJ49,2105.0,OUT046
NCQ53,3851.0,OUT035
NCL41,615.0,OUT013
FDR22,1867.0,OUT013
FDH04,1677.0,OUT035
DRH15,639.0,OUT045
FDY40,962.0,OUT049
NCI17,1681.0,OUT035
NCC18,2739.0,OUT013
FDY28,4853.0,OUT027
FDB45,3137.0,OUT027
NCL30,1730.0,OUT018
FDM10,3467.0,OUT017
FDH22,3489.0,OUT027
NCZ53,3091.0,OUT017
NCI18,3539.0,OUT013
FDH14,3761.0,OUT027
FDR36,2213.0,OUT027
FDW01,2347.0,OUT045
FDK02,3365.0,OUT027
FDJ02,2114.0,OUT018
FDU55,4151.0,OUT013
NCV18,2787.0,OUT027
FDH14,1974.0,OUT018
FDZ37,1433.0,OUT045
FDX49,3814.0,OUT049
NCD43,1667.0,OUT046
FDZ07,1087.0,OUT013
FDK43,2169.0,OUT035
FDR32,3395.0,OUT018
FDT39,2503.0,OUT013
NCV54,2005.0,OUT017
FDF38,480.0,OUT018
FDV60,3159.0,OUT046
FDH44,3825.0,OUT027
FDS21,1055.0,OUT046
NCL41,513.0,OUT045
FDM46,1591.0,OUT017
FDU27,785.0,OUT045
NCJ54,3761.0,OUT017
DRG51,2351.0,OUT018
NCA29,799.0,OUT019
FDR47,3011.0,OUT045
NCL19,3707.0,OUT027
DRG01,1337.0,OUT049
FDG10,1006.0,OUT046
NCV05,2507.0,OUT049
NCH18,1923.0,OUT019
FDV14,1125.0,OUT018
DRJ23,3151.0,OUT035
DRJ11,2964.0,OUT046
FDZ03,3093.0,OUT017
FDI27,-1087.0,OUT010
FDJ14,1108.0,OUT018
FDU32,2057.0,OUT017
FDD47,4193.0,OUT027
DRF36,3151.0,OUT035
FDM21,4074.0,OUT046
FDV10,495.0,OUT018
FDH60,2860.0,OUT018
FDX47,613.0,OUT010
FDT19,883.0,OUT019
FDO11,3935.0,OUT045
FDH24,3973.0,OUT027
FDL02,1481.0,OUT018
FDB02,2952.0,OUT049
FDA43,3093.0,OUT046
FDG52,713.0,OUT045
DRC12,3033.0,OUT013
FDY37,2035.0,OUT018
NCU18,2155.0,OUT045
FDU09,1109.0,OUT035
DRJ25,2239.0,OUT027
DRE12,1532.0,OUT018
DRL47,2097.0,OUT017
DRK01,1530.0,OUT046
FDC22,1151.0,OUT019
FDG44,923.0,OUT013
FDW04,2283.0,OUT035
FDK09,3694.0,OUT049
NCN43,2079.0,OUT035
FDG04,3087.0,OUT049
FDH32,-401.0,OUT010
DRI47,2409.0,OUT017
DRE15,1265.0,OUT013
FDY11,1305.0,OUT035
FDO60,865.0,OUT049
FDQ20,423.0,OUT018
FDO57,4001.0,OUT027
FDT14,31.0,OUT019
FDA57,798.0,OUT049
DRN35,693.0,OUT017
FDJ03,878.0,OUT046
FDX28,1743.0,OUT017
DRE25,1385.0,OUT045
FDR09,4097.0,OUT046
FDB23,3775.0,OUT035
FDO08,2581.0,OUT045
FDQ23,1738.0,OUT049
FDW04,2175.0,OUT013
DRK13,1173.0,OUT010
NCL17,3683.0,OUT027
FDY21,3215.0,OUT035
FDJ38,4501.0,OUT027
FDA37,167.0,OUT019
FDV43,779.0,OUT013
FDL36,1474.0,OUT046
FDD53,629.0,OUT045
FDZ19,871.0,OUT010
FDV21,1921.0,OUT045
NCL54,2447.0,OUT018
DRI47,3743.0,OUT027
DRG03,2565.0,OUT049
FDG21,2451.0,OUT013
FDW03,1449.0,OUT018
NCI55,1930.0,OUT046
DRC36,925.0,OUT019
FDH22,2143.0,OUT017
FDV20,2019.0,OUT045
NCU41,4483.0,OUT027
FDN46,3161.0,OUT027
FDK50,2521.0,OUT045
NCA05,3793.0,OUT027
DRH01,2447.0,OUT018
FDT08,2105.0,OUT018
FDM08,3316.0,OUT018
FDZ07,1181.0,OUT035
FDS22,919.0,OUT017
FDV35,3929.0,OUT027
FDI28,-635.0,OUT010
FDW58,3205.0,OUT027
FDT52,3845.0,OUT045
FDY34,2663.0,OUT046
FDR10,2567.0,OUT046
FDK57,2041.0,OUT017
FDR02,3213.0,OUT027
FDX49,3734.0,OUT046
FDQ20,692.0,OUT046
DRK23,3887.0,OUT045
NCW06,3019.0,OUT046
FDR31,2473.0,OUT017
NCE43,2675.0,OUT013
DRO59,2683.0,OUT027
FDN09,3978.0,OUT049
FDR11,2585.0,OUT046
FDO57,2595.0,OUT013
NCX18,3209.0,OUT017
FDB05,3642.0,OUT018
FDQ08,762.0,OUT018
NCG43,1637.0,OUT035
FDJ56,1643.0,OUT013
FDA13,-1317.0,OUT010
FDO56,2007.0,OUT017
FDB37,3573.0,OUT018
FDZ02,1327.0,OUT018
FDQ24,3950.0,OUT046
FDM16,1295.0,OUT013
FDU35,1722.0,OUT049
FDT35,2879.0,OUT035
NCX30,3998.0,OUT049
FDG04,3081.0,OUT017
FDI12,1577.0,OUT035
FDE35,1187.0,OUT035
NCP14,3119.0,OUT027
NCY53,1677.0,OUT045
FDP49,1061.0,OUT017
FDQ04,809.0,OUT017
FDM39,2977.0,OUT035
FDO58,695.0,OUT019
FDC56,1997.0,OUT017
NCQ54,2652.0,OUT046
FDV10,2221.0,OUT027
NCK17,668.0,OUT046
NCF55,2063.0,OUT027
FDV33,4187.0,OUT013
NCH29,-349.0,OUT019
FDA37,3505.0,OUT027
FDH46,1408.0,OUT018
FDS25,1937.0,OUT035
FDH04,2953.0,OUT027
FDX52,3078.0,OUT046
NCD42,723.0,OUT017
FDW47,2051.0,OUT017
FDL25,2985.0,OUT027
NCJ06,-13.0,OUT010
FDY09,2803.0,OUT013
FDS40,652.0,OUT046
FDH41,3501.0,OUT017
FDG38,1569.0,OUT035
FDU03,4361.0,OUT027
FDV20,2090.0,OUT046
DRB13,2995.0,OUT045
NCQ30,1935.0,OUT013
NCH06,3871.0,OUT013
FDU50,1577.0,OUT018
NCO42,403.0,OUT019
FDW09,1071.0,OUT018
FDH04,1551.0,OUT013
FDC21,1703.0,OUT045
FDL21,842.0,OUT049
FDM46,-453.0,OUT010
FDT22,-925.0,OUT019
FDB28,3277.0,OUT035
FDI12,1190.0,OUT018
FDA28,1997.0,OUT045
FDF59,2079.0,OUT013
FDM45,3453.0,OUT027
FDQ56,1439.0,OUT017
FDR46,2415.0,OUT049
FDT01,3415.0,OUT013
FDD16,2673.0,OUT027
NCU30,659.0,OUT010
FDM40,351.0,OUT010
FDI56,1633.0,OUT035
NCS30,2047.0,OUT013
FDU08,1707.0,OUT017
FDX51,4597.0,OUT027
FDA43,3041.0,OUT045
FDX59,-1333.0,OUT010
FDC37,1429.0,OUT018
FDP58,3487.0,OUT013
NCY42,2393.0,OUT035
FDF21,2779.0,OUT018
FDU10,2153.0,OUT027
DRL47,1712.0,OUT018
FDA58,3472.0,OUT018
FDJ22,3159.0,OUT049
FDK50,2568.0,OUT046
FDO38,1411.0,OUT035
DRF60,3927.0,OUT035
NCZ42,1839.0,OUT019
FDD35,2033.0,OUT049
FDL25,1461.0,OUT045
FDJ16,975.0,OUT013
DRK59,3809.0,OUT049
FDI50,3706.0,OUT046
NCB19,1305.0,OUT045
DRI37,1099.0,OUT035
FDA14,3817.0,OUT027
FDC08,3359.0,OUT018
FDS45,1727.0,OUT046
FDI21,1188.0,OUT049
DRJ47,2891.0,OUT035
DRE37,4431.0,OUT027
FDT55,2289.0,OUT018
NCG42,3503.0,OUT027
FDA31,2811.0,OUT049
NCW42,3487.0,OUT046
FDF50,3213.0,OUT017
FDK56,3066.0,OUT049
FDX10,805.0,OUT035
NCK07,4029.0,OUT027
FDZ49,3635.0,OUT017
FDR33,1783.0,OUT013
FDO44,1502.0,OUT018
FDA20,2964.0,OUT046
NCL30,1953.0,OUT045
FDI05,-673.0,OUT019
FDQ12,3333.0,OUT018
FDH47,1677.0,OUT017
FDH34,2674.0,OUT018
FDF29,2152.0,OUT046
FDG40,311.0,OUT018
NCE18,4029.0,OUT017
FDP21,1131.0,OUT010
FDY50,1467.0,OUT013
FDB36,2224.0,OUT049
NCZ29,2107.0,OUT049
FDU20,1674.0,OUT018
FDO56,1963.0,OUT013
FDW31,3287.0,OUT049
DRH59,1245.0,OUT013
NCB30,3203.0,OUT017
FDK43,3505.0,OUT027
FDW43,3603.0,OUT045
NCL19,2341.0,OUT017
FDJ27,1650.0,OUT046
FDC45,2689.0,OUT046
FDY40,1041.0,OUT035
NCM41,1609.0,OUT035
NCK18,727.0,OUT019
FDP37,2155.0,OUT049
FDA27,5541.0,OUT027
NCX30,4033.0,OUT035
FDR09,4145.0,OUT017
FDG08,4221.0,OUT027
NCU30,2647.0,OUT013
FDB16,1531.0,OUT017
FDM16,1355.0,OUT017
FDC48,1367.0,OUT013
NCF18,2971.0,OUT046
FDU46,1182.0,OUT018
FDH41,3111.0,OUT018
NCN42,407.0,OUT010
FDU49,1483.0,OUT046
FDB20,2721.0,OUT027
FDG50,-437.0,OUT019
FDW20,1901.0,OUT045
NCO55,1817.0,OUT049
FDX48,2504.0,OUT046
FDU48,2118.0,OUT046
FDR48,515.0,OUT019
FDK27,2011.0,OUT013
FDT35,2727.0,OUT013
FDN12,1872.0,OUT049
NCE31,-1377.0,OUT019
FDL21,849.0,OUT017
FDV56,1871.0,OUT017
FDR16,3537.0,OUT017
NCP41,1832.0,OUT049
FDJ27,1707.0,OUT013
FDA07,2107.0,OUT017
FDK55,1552.0,OUT049
FDM33,3595.0,OUT049
FDY46,2974.0,OUT046
FDD36,1898.0,OUT046
FDB12,3129.0,OUT027
FDF28,159.0,OUT019
NCE07,383.0,OUT019
FDW50,4073.0,OUT027
NCW18,3841.0,OUT017
NCJ17,-589.0,OUT019
DRZ24,17.0,OUT010
FDS07,1985.0,OUT035
NCW05,-249.0,OUT010
FDZ22,1073.0,OUT018
FDK02,1886.0,OUT046
FDZ45,4573.0,OUT027
FDL25,1504.0,OUT046
FDS08,2717.0,OUT045
NCZ42,5163.0,OUT027
FDX57,1759.0,OUT035
FDF21,3062.0,OUT046
FDJ56,1278.0,OUT018
FDX10,691.0,OUT013
DRG48,2443.0,OUT035
DRN37,2643.0,OUT046
NCY41,283.0,OUT018
FDN28,1649.0,OUT045
FDE34,2809.0,OUT045
FDR10,2547.0,OUT045
FDC32,1587.0,OUT017
DRG13,2600.0,OUT046
FDP59,1830.0,OUT049
NCT53,711.0,OUT010
FDL57,5553.0,OUT027
FDN32,1051.0,OUT010
FDK09,3303.0,OUT018
FDA52,933.0,OUT010
FDC57,3204.0,OUT049
FDI09,3965.0,OUT035
NCB07,3102.0,OUT046
FDP26,1801.0,OUT035
FDP40,3301.0,OUT027
FDL15,2447.0,OUT013
FDV07,1802.0,OUT046
FDS03,1161.0,OUT017
FDE50,3104.0,OUT049
FDQ15,1419.0,OUT017
FDQ33,479.0,OUT010
FDT22,979.0,OUT013
DRO35,2009.0,OUT035
FDJ41,4233.0,OUT049
FDQ27,1881.0,OUT035
FDC26,1889.0,OUT017
NCF43,3713.0,OUT027
NCR50,2567.0,OUT035
FDE39,1643.0,OUT018
FDN49,2165.0,OUT027
DRG11,1851.0,OUT035
NCA18,1952.0,OUT049
FDM36,2492.0,OUT018
FDW32,1517.0,OUT017
NCQ18,-385.0,OUT010
FDX14,2693.0,OUT027
FDD46,2503.0,OUT017
FDI34,1799.0,OUT019
NCJ17,1467.0,OUT035
FDB52,4205.0,OUT035
FDV55,2019.0,OUT018
FDC57,3076.0,OUT046
FDB29,1898.0,OUT046
NCO43,1737.0,OUT035
FDG44,815.0,OUT045
FDJ34,1993.0,OUT045
FDH40,1472.0,OUT049
NCD07,3255.0,OUT027
FDB41,901.0,OUT017
FDH47,1299.0,OUT018
DRK37,3159.0,OUT035
FDM25,955.0,OUT019
NCX06,2799.0,OUT045
NCS05,2203.0,OUT017
FDS39,2209.0,OUT045
FDC47,5017.0,OUT027
FDG20,2891.0,OUT013
DRL23,1799.0,OUT017
FDY33,2595.0,OUT013
NCH18,3749.0,OUT045
FDX47,2657.0,OUT035
NCB06,2427.0,OUT045
FDP36,978.0,OUT049
FDW44,2501.0,OUT018
NCU41,2734.0,OUT018
NCS17,1525.0,OUT046
FDD46,2593.0,OUT035
FDE45,2925.0,OUT017
FDI09,3915.0,OUT017
NCJ54,1767.0,OUT010
NCA29,2435.0,OUT018
NCN41,3387.0,OUT027
FDY34,2805.0,OUT035
NCG55,1995.0,OUT035
DRM49,766.0,OUT046
NCB42,1944.0,OUT049
FDE58,1837.0,OUT045
DRJ25,837.0,OUT013
FDS47,-517.0,OUT010
FDY21,3233.0,OUT049
NCI54,1799.0,OUT013
FDO24,2607.0,OUT017
FDY43,2833.0,OUT035
FDF35,1422.0,OUT018
NCP29,-897.0,OUT019
FDN28,3145.0,OUT027
FDJ50,595.0,OUT018
FDQ14,3849.0,OUT027
FDC37,1881.0,OUT035
FDN08,1946.0,OUT046
FDD04,2405.0,OUT035
FDW34,3575.0,OUT018
FDP04,1181.0,OUT017
NCG07,3049.0,OUT017
NCN14,2608.0,OUT018
FDJ16,883.0,OUT045
NCM42,1657.0,OUT045
NCF19,800.0,OUT046
FDY21,2829.0,OUT018
FDY19,2009.0,OUT035
FDV09,2323.0,OUT045
FDA28,2103.0,OUT013
FDC38,1842.0,OUT018
FDL28,3629.0,OUT045
NCH43,3498.0,OUT049
NCN53,489.0,OUT045
NCW05,1791.0,OUT017
NCO30,2650.0,OUT018
FDT04,-1245.0,OUT019
FDB27,2834.0,OUT018
NCK07,2651.0,OUT013
NCA53,831.0,OUT013
FDB33,2273.0,OUT018
FDU37,1427.0,OUT017
FDR13,2033.0,OUT035
FDE45,2936.0,OUT049
FDV37,3239.0,OUT017
FDX44,-433.0,OUT019
NCL06,4191.0,OUT017
FDJ28,2965.0,OUT045
FDX55,3571.0,OUT049
NCK17,392.0,OUT018
FDH52,1213.0,OUT035
FDN13,3053.0,OUT027
FDK44,2441.0,OUT018
FDU16,1394.0,OUT046
FDZ07,1131.0,OUT017
NCN06,4027.0,OUT027
FDH02,-381.0,OUT010
NCW18,3629.0,OUT045
FDH57,2111.0,OUT013
FDV35,2385.0,OUT045
NCU29,2319.0,OUT013
NCP02,940.0,OUT046
FDN44,2607.0,OUT013
FDX03,501.0,OUT018
FDR11,615.0,OUT010
FDA36,2937.0,OUT046
FDP58,4881.0,OUT027
FDH31,1593.0,OUT045
FDH34,3115.0,OUT035
FDS13,4285.0,OUT035
FDT01,3105.0,OUT018
FDY09,2911.0,OUT049
FDV33,5569.0,OUT027
NCW29,113.0,OUT010
NCN17,1529.0,OUT045
FDX01,1896.0,OUT046
